試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号,ERP見積番号,見積明細番号,期間開始日
QJ00999533,,,UX14293,個,1,JPY,0,,2015-04-24,2021-01-30,,69,0,1,1002729,1800,,,8000436807,,2015-05-01
QJ00999533,,,UX14303,個,1,JPY,0,,2015-04-24,2021-01-30,,69,0,1,1002729,1900,,,8000436807,,2015-05-01
QJ00999533,,,UX14353,個,1,JPY,0,,2015-04-24,2021-01-30,,69,0,1,1002729,3200,,,8000436807,,2015-05-01
QJ00999979,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,999979,1000,,,8000438881,,2015-05-01
QJ01000175,,,UX140X5,個,1,JPY,0,,2015-04-16,2020-04-15,,60,0,1,1000175,3000,,,8000436727,,2015-04-16
QJ01000175,,,UX14782,個,1,JPY,0,,2015-04-16,2020-04-15,,60,0,1,1000920,3400,,,8000436727,,2015-04-16
QJ01003041,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,1003041,900,,,8000440691,,2015-04-01
QJ01004504,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,1004533,500,,,8000436668,,2015-05-01
QJ01005093,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,1005093,100,,,8000441871,,2015-05-01
QJ01005094,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,1005094,100,,,8000442064,,2015-05-01
QJ01011174,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,1011174,700,,,8000445035,,2015-04-01
QJ01016095,,,UX14413,個,1,JPY,0,,2015-06-01,2019-05-31,,48,0,1,1016095,500,,,8000447528,,2015-06-01
QJ01016122,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,1016122,600,,,8000445695,,2015-05-01
QJ01017125,,,UX14413,個,1,JPY,0,,2015-06-01,2018-10-31,,41,0,1,1017125,600,,,8000446133,,2015-06-01
QJ01020680,,,UX14413,個,1,JPY,0,,2015-06-01,2019-05-31,,48,0,1,1020680,100,,,8000449920,,2015-06-01
QJ01022436,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,1022436,1200,,,8000446825,,2015-05-01
QJ01023441,,,UX142F2,個,1,JPY,0,,2015-05-01,2018-04-30,,36,0,1,1023441,500,,,8000449190,,2015-05-01
QJ01031972,,,UX14413,個,1,JPY,0,,2015-06-01,2019-05-31,,48,0,1,1031972,500,,,8000448115,,2015-06-01
QJ01031975,,,UX14413,個,1,JPY,0,,2016-06-01,2020-05-31,,48,0,1,1047521,1800,,,8000454416,,2016-06-01
QJ01036426,,,UX14413,個,1,JPY,0,,2015-07-01,2019-06-30,,48,0,1,1036426,500,,,8000457353,,2015-07-01
QJ01038260,,,UX14413,個,1,JPY,0,,2015-07-01,2019-06-30,,48,0,1,1046870,1400,,,8000458792,,2015-07-01
QJ01039630,,,UX14762,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1039630,900,,,8000459573,,2017-04-01
QJ01039630,,,UX14762,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1039630,1000,,,8000459573,,2018-04-01
QJ01039630,,,UX14762,個,1,JPY,0,,2019-04-01,2020-03-31,,12,12,1,1039630,1100,,,8000459573,,2019-04-01
QJ01039630,,,UX14782,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,1039630,1200,,,8000459573,,2015-04-01
QJ01039776,,,UX14413,個,1,JPY,0,,2015-06-01,2019-05-31,,48,0,1,1039776,100,,,8000443869,,2015-06-01
QJ01039864,,,UX14413,個,1,JPY,0,,2015-07-01,2019-06-30,,48,0,1,1039864,100,,,8000454340,,2015-07-01
QJ01041571,,,UX14395,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1041571,100,,,8000449712,,2015-07-01
QJ01041571,,,UX14425,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1041571,200,,,8000449712,,2015-07-01
QJ01041571,,,UX140U5,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1041571,300,,,8000449712,,2015-07-01
QJ01041571,,,UX141K5,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1041571,400,,,8000449712,,2015-07-01
QJ01041571,,,UX140N5,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1041571,500,,,8000449712,,2015-07-01
QJ01043945,,,UX14413,個,1,JPY,0,,2016-08-01,2020-07-31,,48,0,1,1047718,2700,,,8000462008,,2016-08-01
QJ01047475,,,UX14413,個,1,JPY,0,,2016-03-26,2020-03-25,,48,0,1,1049291,1400,,,8000463836,,2016-03-26
QJ01047801,,,UX142N2,個,25,JPY,0,,2014-02-01,2019-01-31,,60,0,1,1049222,1300,,,8000420984,,2014-02-01
QJ01047801,,,UX14373,個,1,JPY,0,,2015-02-01,2019-01-31,,48,0,1,1049222,1500,,,8000420984,,2015-02-01
QJ01047801,,,UX14413,個,1,JPY,0,,2015-02-01,2019-01-31,,48,0,1,1049222,1600,,,8000420984,,2015-02-01
QJ01048079,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,1048079,700,,,8000458212,,2015-04-01
QJ01049048,,,UX142F2,個,1,JPY,0,,2015-01-01,2017-12-31,,36,0,1,1049048,400,,,8000460187,,2015-01-01
QJ01050521,,,UX142A2,個,1,JPY,0,,2017-06-30,2018-06-29,,12,12,1,1050637,5900,,,8000465401,,2017-06-30
QJ01050521,,,UX142A2,個,1,JPY,0,,2018-06-30,2019-06-29,,12,12,1,1050637,6000,,,8000465401,,2018-06-30
QJ01050813,,,UX142F2,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1050813,800,,,8000464834,,2015-07-01
QJ01054228,,,UX14413,個,1,JPY,0,,2015-09-01,2019-08-31,,48,0,1,1054228,700,,,8000467719,,2015-09-01
QJ01057615,,,UX142F2,個,1,JPY,0,,2015-07-01,2020-06-30,,60,0,1,1057615,500,,,8000469419,,2015-07-01
QJ01063065,,,UX142C2,個,25,JPY,0,,2015-08-01,2018-04-30,,33,0,1,1063065,600,,,8000471758,,2015-07-31
QJ01063065,,,UX142A2,個,1,JPY,0,,2015-08-01,2018-04-30,,33,0,1,1063065,700,,,8000471758,,2015-07-31
QJ01064418,,,UX14293,個,1,JPY,0,,2015-09-01,2020-08-31,,60,0,1,1071303,800,,,8000445917,,2015-09-01
QJ01064418,,,UX141G5,個,1,JPY,0,,2015-09-01,2020-08-31,,60,0,1,1071303,2600,,,8000445917,,2015-09-01
QJ01073910,,,UX14413,個,1,JPY,0,,2016-09-01,2020-08-31,,48,0,1,1073910,700,,,8000477306,,2016-09-01
QJ01084417,,,UX14413,個,1,JPY,0,,2015-08-01,2019-07-31,,48,0,1,1084417,500,,,8000480311,,2015-08-01
QJ01087167,,,UX14373,個,1,JPY,0,,2016-08-26,2020-08-25,,48,0,1,1088052,1100,,,8000485333,,2016-08-26
QJ01087167,,,UX14455,個,1,JPY,0,,2017-08-26,2018-08-25,,12,12,1,1088052,4700,,,8000485333,,2017-08-26
QJ01087167,,,UX14455,個,1,JPY,0,,2018-08-26,2019-08-25,,12,12,1,1088052,4800,,,8000485333,,2018-08-26
QJ01087167,,,UX14455,個,1,JPY,0,,2019-08-26,2020-08-25,,12,12,1,1088052,4900,,,8000485333,,2019-08-26
QJ01088815,,,UX14413,個,1,JPY,0,,2015-08-01,2019-07-31,,48,0,1,1088815,400,,,8000485068,,2015-08-01
QJ01090125,,,UX14413,個,1,JPY,0,,2015-08-01,2019-07-31,,48,0,1,1090125,100,,,8000486862,,2015-08-01
QJ01092501,,,UX142F2,個,1,JPY,0,,2017-09-01,2018-08-31,,12,12,1,1092501,300,,,8000487921,,2017-09-01
QJ01092501,,,UX142F2,個,1,JPY,0,,2018-09-01,2019-08-31,,12,12,1,1092501,400,,,8000487921,,2018-09-01
QJ01092501,,,UX142F2,個,1,JPY,0,,2019-09-01,2020-08-31,,12,12,1,1092501,500,,,8000487921,,2019-09-01
QJ01093369,,,UX14413,個,1,JPY,0,,2016-09-24,2020-09-23,,48,0,1,1107714,3400,,,8000480904,,2016-09-24
QJ01097648,,,UX142F2,個,1,JPY,0,,2015-09-01,2017-10-31,,26,0,1,1097648,400,,,8000491690,,2015-09-01
QJ01098247,,,UX14413,個,1,JPY,0,,2016-08-01,2020-07-31,,48,0,1,1098247,500,,,8000491065,,2016-08-01
QJ01101500,,,UX14413,個,1,JPY,0,,2016-09-01,2020-08-31,,48,0,1,1101500,100,,,8000457750,,2016-09-01
QJ01103959,,,UX14413,個,1,JPY,0,,2016-08-28,2020-08-27,,48,0,1,1115702,1200,,,8000494141,,2016-08-28
QJ01105154,,,UX142J2,個,1,JPY,0,,2015-10-01,2020-09-30,,60,0,1,1105154,200,,,8000476609,,2015-10-01
QJ01105154,,,UX142G2,個,1,JPY,0,,2015-10-01,2020-09-30,,60,0,1,1105154,300,,,8000476609,,2015-10-01
QJ01105154,,,UX14003,個,50,JPY,0,,2015-10-01,2020-09-30,,60,0,1,1105154,400,,,8000476609,,2015-10-01
QJ01109044,,,UX14413,個,1,JPY,0,,2016-01-01,2019-12-31,,48,0,1,1114779,3100,,,8000497440,,2016-01-01
QJ01110516,,,UX14413,個,1,JPY,0,,2016-10-01,2020-09-30,,48,0,1,1113155,4800,,,8000495757,,2016-10-01
QJ01113854,,,UX14413,個,1,JPY,0,,2016-09-01,2020-08-31,,48,0,1,1113854,700,,,8000499258,,2016-09-01
QJ01116737,,,UX142H2,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1118054,100,,,8000500965,,2015-10-01
QJ01116737,,,UX142G2,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1118054,500,,,8000500965,,2015-10-01
QJ01116738,,,UX142G2,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1116738,100,,,8000500972,,2015-10-01
QJ01122107,,,UX142F2,個,1,JPY,0,,2015-10-01,2020-09-30,,60,0,1,1122107,600,,,8000503062,,2015-10-01
QJ01126475,,,UX14413,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1126475,400,,,8000504541,,2015-10-01
QJ01126475,,,UX14373,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1126475,500,,,8000504541,,2015-10-01
QJ01129251,,,UX142F2,個,1,JPY,0,,2015-11-01,2022-10-31,,84,0,1,1129251,500,,,8000505048,,2015-11-01
QJ01136276,,,UX14413,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,1136276,900,,,8000506460,,2015-10-01
QJ01140894,,,UX142F2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1140894,700,,,8000510417,,2016-11-01
QJ01142573,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1142573,600,,,8000513629,,2016-11-01
QJ01143489,,,UX14413,個,1,JPY,0,,2016-12-01,2020-11-30,,48,0,1,1157801,3900,,,8000514528,,2016-12-01
QJ01151544,,,UX142F2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1151544,300,,,8000517768,,2016-12-01
QJ01151583,,,UX14413,個,1,JPY,0,,2016-12-02,2020-12-01,,48,0,1,1170278,1000,,,8000513871,,2016-12-02
QJ01154730,,,UX14413,個,1,JPY,0,,2016-12-01,2020-11-30,,48,0,1,1154730,800,,,8000517612,,2016-12-01
QJ01155651,,,UX14413,個,1,JPY,0,,2016-11-01,2020-10-31,,48,0,1,1155651,500,,,8000519951,,2016-11-01
QJ01155667,,,UX14413,個,1,JPY,0,,2015-12-01,2019-11-30,,48,0,1,1155667,700,,,8000517699,,2015-12-01
QJ01156784,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,1156784,1200,,,8000520014,,2015-04-01
QJ01157573,,,UX14782,個,1,JPY,0,,2015-12-01,2018-03-31,,28,0,1,1157573,200,,,8000517952,,2015-12-02
QJ01157573,,,UX14403,個,1,JPY,0,,2015-12-01,2018-03-31,,28,0,1,1157573,300,,,8000517952,,2015-12-02
QJ01164027,,,UX142F2,個,1,JPY,0,,2015-12-01,2020-11-30,,60,0,1,1164027,100,,,8000524885,,2015-12-01
QJ01193096,,,UX14475,個,1,JPY,0,,2016-02-01,2021-01-31,,60,0,1,1198498,1300,,,8000537585,,2016-02-01
QJ01193096,,,UX141G3,個,1,JPY,0,,2016-02-01,2021-01-31,,60,0,1,1198498,1400,,,8000537585,,2016-02-01
QJ01202797,,,UX14043,個,1,JPY,0,,2016-03-01,2021-02-28,,60,0,1,1215141,2800,,,8000538126,,2016-02-29
QJ01202797,,,UX140X5,個,1,JPY,0,,2016-03-01,2021-02-28,,60,0,1,1215141,2900,,,8000538126,,2016-02-29
QJ01221144,,,UX140X5,個,1,JPY,0,,2016-04-01,2021-03-31,,60,0,1,1237142,1300,,,8000554200,,2016-04-01
QJ01221144,,,UX14782,個,1,JPY,0,,2016-04-01,2021-03-31,,60,0,1,1237142,1400,,,8000554200,,2016-04-01
QJ01236617,,,UX14243,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1236617,200,,,8000547812,,2017-04-01
QJ01236617,,,UX14243,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1236617,300,,,8000547812,,2018-04-01
QJ01236617,,,UX14363,個,1,JPY,0,,2017-04-01,2019-03-31,,24,0,1,1236617,400,,,8000547812,,2017-04-01
QJ01236617,,,UX14293,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1236617,500,,,8000547812,,2017-04-01
QJ01236617,,,UX14293,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1236617,600,,,8000547812,,2018-04-01
QJ01236617,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1236617,700,,,8000547812,,2017-04-01
QJ01236617,,,UX142F2,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1236617,800,,,8000547812,,2018-04-01
QJ01246117,,,UX14243,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1246117,100,,,8000569267,,2017-04-01
QJ01246117,,,UX14243,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1246117,200,,,8000569267,,2018-04-01
QJ01246117,,,UX14293,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1246117,300,,,8000569267,,2017-04-01
QJ01246117,,,UX14293,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1246117,400,,,8000569267,,2018-04-01
QJ01246117,,,UX14363,個,1,JPY,0,,2017-04-01,2019-03-31,,24,0,1,1246117,500,,,8000569267,,2017-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2017-04-01,2018-03-31,,12,0,1,1246117,600,,,8000569267,,2017-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2017-04-01,2018-03-31,,12,0,1,1246117,700,,,8000569267,,2017-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2017-04-01,2018-03-31,,12,0,1,1246117,800,,,8000569267,,2017-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2017-04-01,2018-03-31,,12,0,1,1246117,900,,,8000569267,,2017-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2018-04-01,2019-03-31,,12,0,1,1246117,1000,,,8000569267,,2018-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2018-04-01,2019-03-31,,12,0,1,1246117,1100,,,8000569267,,2018-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2018-04-01,2019-03-31,,12,0,1,1246117,1200,,,8000569267,,2018-04-01
QJ01246117,,,UX14013,個,1,JPY,0,,2018-04-01,2019-03-31,,12,0,1,1246117,1300,,,8000569267,,2018-04-01
QJ01246117,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1246117,1400,,,8000569267,,2017-04-01
QJ01246117,,,UX142F2,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1246117,1500,,,8000569267,,2018-04-01
QJ01248882,,,UX140X5,個,1,JPY,0,,2016-05-01,2021-04-30,,60,0,1,1262714,2600,,,8000555476,,2016-05-01
QJ01248882,,,UX14782,個,1,JPY,0,,2016-05-01,2021-04-30,,60,0,1,1262714,2700,,,8000555476,,2016-05-01
QJ01258767,,,UX14233,個,1,JPY,0,,2017-04-28,2020-04-27,,36,0,1,1264636,900,,,8000575118,,2017-04-28
QJ01258767,,,UX14772,個,1,JPY,0,,2017-04-28,2020-04-27,,36,0,1,1264636,1000,,,8000575118,,2017-04-28
QJ01258767,,,UX14293,個,1,JPY,0,,2017-04-28,2020-04-27,,36,0,1,1264636,1100,,,8000575118,,2017-04-28
QJ01258767,,,UX14373,個,1,JPY,0,,2017-04-28,2020-04-27,,36,0,1,1264636,1200,,,8000575118,,2017-04-28
QJ01259349,,,UX144F7,個,1,JPY,0,,2016-04-01,2021-03-31,,60,0,1,1259349,200,,,8000572295,,2016-04-01
QJ01259349,,,UX14782,個,1,JPY,0,,2016-04-01,2021-03-31,,60,0,1,1259349,300,,,8000572295,,2016-04-01
QJ01260195,,,UX14243,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1260195,200,,,8000574340,,2017-04-01
QJ01260195,,,UX14243,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1260195,300,,,8000574340,,2018-04-01
QJ01260195,,,UX14363,個,1,JPY,0,,2017-04-01,2019-03-31,,24,0,1,1260195,400,,,8000574340,,2017-04-01
QJ01260195,,,UX14293,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1260195,500,,,8000574340,,2017-04-01
QJ01260195,,,UX14293,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1260195,600,,,8000574340,,2018-04-01
QJ01260195,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1260195,700,,,8000574340,,2017-04-01
QJ01260195,,,UX142F2,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,1260195,800,,,8000574340,,2018-04-01
QJ01277992,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1277992,300,,,8000584775,,2017-03-01
QJ01277992,,,UX142A2,個,1,JPY,0,,2018-03-01,2019-02-28,,12,12,1,1277992,400,,,8000584775,,2018-03-01
QJ01277992,,,UX142A2,個,1,JPY,0,,2019-03-01,2020-02-29,,12,12,1,1277992,500,,,8000584775,,2019-03-02
QJ01277992,,,UX142A2,個,1,JPY,0,,2020-03-01,2021-02-28,,12,12,1,1277992,600,,,8000584775,,2020-02-29
QJ01281482,,,UX142G2,個,1,JPY,0,,2016-06-15,2021-06-14,,60,0,1,1281482,100,,,8000576847,,2016-06-15
QJ01281482,,,UX141G3,個,1,JPY,0,,2016-06-15,2021-06-14,,60,0,1,1281482,200,,,8000576847,,2016-06-15
QJ01286481,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1286481,300,,,8000584014,,2017-03-01
QJ01286481,,,UX142A2,個,1,JPY,0,,2018-03-01,2019-02-28,,12,12,1,1286481,400,,,8000584014,,2018-03-01
QJ01286481,,,UX142A2,個,1,JPY,0,,2019-03-01,2020-02-29,,12,12,1,1286481,500,,,8000584014,,2019-03-02
QJ01286481,,,UX142A2,個,1,JPY,0,,2020-03-01,2021-02-28,,12,12,1,1286481,600,,,8000584014,,2020-02-29
QJ01297411,,,UX141F5,個,1,JPY,0,,2016-07-01,2021-06-30,,60,0,1,1301668,2100,,,8000594833,,2016-07-01
QJ01297411,,,UX14782,個,1,JPY,0,,2016-07-01,2021-06-30,,60,0,1,1301668,2200,,,8000594833,,2016-07-01
QJ01305616,,,UX142B2,個,1,JPY,0,,2016-07-01,2021-06-30,,60,0,1,1305616,600,,,8000600365,,2016-07-01
QJ01306446,,,UX142N2,個,25,JPY,0,,2016-07-01,2021-06-30,,60,0,1,1306446,600,,,8000600400,,2016-07-01
QJ01320543,,,UX149R1,個,1,JPY,0,,2016-10-20,2017-10-19,,12,0,1,1387776,1400,,,8000608727,,2016-10-20
QJ01327692,,,UX142G2,個,1,JPY,0,,2016-08-01,2019-07-31,,36,0,1,1327692,100,,,8000604436,,2016-08-01
QJ01327692,,,UX142F2,個,1,JPY,0,,2016-08-01,2019-07-31,,36,0,1,1327692,200,,,8000604436,,2016-08-01
QJ01339475,,,UX141G3,個,1,JPY,0,,2016-08-01,2021-07-31,,60,0,1,1344831,2900,,,8000604548,,2016-08-01
QJ01339475,,,UX14455,個,1,JPY,0,,2016-08-01,2021-07-31,,60,0,1,1344831,3000,,,8000604548,,2016-08-01
QJ01343926,,,UX149R1,個,1,JPY,0,,2017-02-01,2018-01-31,,12,0,1,1347649,2600,,,8000620293,,2017-02-01
QJ01351739,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1370772,2200,,,8000608073,,2016-11-01
QJ01353288,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1369061,2800,,,8000596363,,2016-11-01
QJ01354183,,,UX149R1,個,1,JPY,0,,2016-10-25,2017-10-24,,12,0,1,1390324,2700,,,8000627090,,2016-10-25
QJ01354563,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-30,,12,0,1,1367601,2300,,,8000627316,,2016-10-31
QJ01354797,,,UX142G2,個,1,JPY,0,,2016-10-13,2017-10-12,,12,12,1,1354797,100,,,8000628359,,2016-10-13
QJ01356179,,,UX149R1,個,1,JPY,0,,2016-11-19,2017-11-18,,12,0,1,1368527,3900,,,8000628163,,2016-11-19
QJ01362729,,,UX149R1,個,1,JPY,0,,2016-10-05,2017-10-04,,12,0,1,1367496,1600,,,8000632071,,2016-10-05
QJ01363150,,,UX149R1,個,1,JPY,0,,2016-10-06,2017-10-05,,12,0,1,1371083,1600,,,8000626797,,2016-10-06
QJ01363435,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1380632,1100,,,8000632715,,2016-11-01
QJ01364359,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1380501,2400,,,8000631113,,2016-11-01
QJ01365123,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1393558,4600,,,8000633100,,2016-11-01
QJ01365949,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1387126,2200,,,8000633260,,2016-11-01
QJ01366329,,,UX149R1,個,1,JPY,0,,2016-10-11,2017-10-10,,12,0,1,1379050,2000,,,8000617857,,2016-10-11
QJ01367480,,,UX149R1,個,1,JPY,0,,2016-10-20,2017-10-19,,12,0,1,1371994,700,,,8000634264,,2016-10-20
QJ01368330,,,UX149R1,個,1,JPY,0,,2016-10-01,2017-10-06,,12,0,1,1373659,2200,,,8000633643,,2016-10-07
QJ01368505,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1371942,1500,,,8000632469,,2016-11-01
QJ01368560,,,UX149R1,個,1,JPY,0,,2016-10-08,2017-10-07,,12,0,1,1391958,1600,,,8000635009,,2016-10-08
QJ01368808,,,UX14243,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1368808,200,,,8000605364,,2017-08-01
QJ01368808,,,UX14353,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1368808,300,,,8000605364,,2017-08-01
QJ01368808,,,UX14293,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1368808,400,,,8000605364,,2017-08-01
QJ01368808,,,UX142F2,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1368808,500,,,8000605364,,2017-08-01
QJ01369089,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1372970,2000,,,8000583997,,2016-11-01
QJ01369607,,,UX149R1,個,1,JPY,0,,2016-10-21,2017-10-20,,12,0,1,1372524,2000,,,8000616661,,2016-10-21
QJ01369717,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1372528,3300,,,8000636156,,2016-11-01
QJ01370195,,,UX149R1,個,1,JPY,0,,2016-10-06,2017-10-05,,12,0,1,1373885,2100,,,8000635470,,2016-10-06
QJ01370357,,,UX149R1,個,1,JPY,0,,2016-10-08,2017-10-07,,12,0,1,1407625,1900,,,8000621799,,2016-10-08
QJ01370496,,,UX149R1,個,1,JPY,0,,2016-12-01,2017-11-30,,12,0,1,1372527,2200,,,8000636454,,2016-12-01
QJ01370555,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1385663,1700,,,8000575808,,2016-11-01
QJ01370807,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1373576,1800,,,8000634924,,2016-11-01
QJ01371372,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1371372,100,,,8000636452,,2016-11-01
QJ01372085,,,UX14243,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1372085,200,,,8000635446,,2017-08-01
QJ01372085,,,UX14353,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1372085,300,,,8000635446,,2017-08-01
QJ01372085,,,UX14293,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1372085,400,,,8000635446,,2017-08-01
QJ01372085,,,UX142F2,個,1,JPY,0,,2017-08-01,2018-03-31,,8,0,1,1372085,500,,,8000635446,,2017-08-01
QJ01372086,,,UX149R1,個,1,JPY,0,,2016-10-27,2017-10-26,,12,0,1,1392096,900,,,8000636969,,2016-10-27
QJ01372765,,,UX149R1,個,1,JPY,0,,2016-10-27,2017-10-26,,12,0,1,1392370,1100,,,8000634735,,2016-10-27
QJ01373082,,,UX149R1,個,1,JPY,0,,2016-10-11,2017-10-10,,12,0,1,1383570,1100,,,8000635589,,2016-10-11
QJ01373361,,,UX142G2,個,1,JPY,0,,2016-10-01,2019-09-30,,36,0,1,1373361,100,,,8000637815,,2016-10-01
QJ01373361,,,UX14293,個,1,JPY,0,,2016-10-01,2019-09-30,,36,0,1,1373361,200,,,8000637815,,2016-10-01
QJ01374861,,,UX14233,個,1,JPY,0,,2016-10-01,2017-10-20,,13,0,1,1374861,100,,,8000637102,,2016-09-21
QJ01374861,,,UX14253,個,1,JPY,0,,2016-10-01,2017-10-20,,13,0,1,1374861,200,,,8000637102,,2016-09-21
QJ01374861,,,UX14253,個,1,JPY,0,,2016-10-01,2017-10-20,,13,0,1,1374861,300,,,8000637102,,2016-09-21
QJ01374861,,,UX14293,個,1,JPY,0,,2016-10-01,2017-10-20,,13,0,1,1374861,400,,,8000637102,,2016-09-21
QJ01375098,,,UX149R1,個,1,JPY,0,,2016-10-08,2017-10-07,,12,0,1,1379457,1300,,,8000613663,,2016-10-08
QJ01375661,,,UX149R1,個,1,JPY,0,,2016-10-28,2017-10-27,,12,0,1,1393515,1700,,,8000535868,,2016-10-28
QJ01375968,,,UX149R1,個,1,JPY,0,,2016-10-25,2017-10-24,,12,0,1,1387511,700,,,8000639263,,2016-10-25
QJ01376111,,,UX149R1,個,1,JPY,0,,2016-10-31,2017-10-30,,12,0,1,1395248,5300,,,8000630469,,2016-10-31
QJ01376289,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1387228,3800,,,8000639547,,2016-11-01
QJ01376671,,,UX149R1,個,1,JPY,0,,2016-10-22,2017-10-21,,12,0,1,1388584,800,,,8000633812,,2016-10-22
QJ01376758,,,UX149R1,個,1,JPY,0,,2016-10-17,2017-10-16,,12,0,1,1388850,2100,,,8000639870,,2016-10-17
QJ01376893,,,UX149R1,個,1,JPY,0,,2016-10-24,2017-10-23,,12,0,1,1389193,2700,,,8000639835,,2016-10-24
